,Unnamed: 0,ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,engine,engine_capacity,transmission,drive_type,fuel_consumption,describe,brand,grade,year_of_manufacture,car_name,price,url,price_in_billion
29215,29215,4925482,Domestic assembly,Used car,Sedan,1,Black,Cream,4,5,Petrol,1.5,Manual,FWD - Front-wheel drive,9.3," Toyota Vios 2017 is a beautiful car from body to engine. Great chassis machine. White machine, new technology, strong and fuel efficient. Genuine E version, abs brakes, electric mirrors, full airbags. Genuine reverse cam screen. Registration is endless. Anyone who buys it can feel secure. Contact",Toyota,Vios,2017.0,Toyota Vios 1.5MT 2017,348 Million,https://bonbanh.com/xe-toyota-vios-1.5mt-2017-4925482,0.348
29271,29271,4925663,Imported,Used car,Crossover,2,Red,Black,5,5,Petrol,1.5,Automatic,FWD - Front-wheel drive,10.1," The family car has been used since new with 2.20,000 km and has been carefully maintained in a toy factory with a fully enclosed toy screen and a 360 reverse camera screen around the car. Electric seats for the two front seats. Padorama panoramic sunroof. Electronic handbrake, cruicontrol downhill assist etc",MG,ZS,2021.0,MG ZS Luxury 1.5 AT 2WD 2021,540 Million,https://bonbanh.com/xe-mg-zs-luxury-1.5-at-2wd-2021-4925663,0.54
29607,29607,4926992,Domestic assembly,Used car,SUV,15,Sand,Yellow,5,7,Diesel,2.5,Manual,RFD - Rear-wheel drive,15.3," Selling an Everet car made in 2007, diesel engine, 7 seats, good chassis, car with original glue, no faults, anyone who cleans the car, call the car directly in two rooms, price 135 million with discount.",Ford,Everest,2007.0,Ford Everest 2007 car,135 Million,https://bonbanh.com/xe-ford-everest--2007-4926992,0.135
30026,30026,4928499,Domestic assembly,Used car,Crossover,20,White,Black,5,5,Petrol,2.0,Automatic,AWD - 4-wheel drive (AWD),9.4," Mercedes-Benz GLC 200 4MATIC (V1) white 2022, runs 20km like new. Saves more than 10% on title transfer and new license plate costsâœ“Commitment: - Car has standard kilometers without rewinding, never crashed, scratched, or painted 100% original - Genuine 3-year warranty with unlimited km - Installment payment support with preferential interest rates",Mercedes-Benz,GLC2022,2022.0,Mercedes Benz GLC 2022, 2 billion,https://bonbanh.com/xe-mercedes_benz-glc--2022-4928499,0.0
30085,30085,4928630,Domestic assembly,Used car,Sedan,1,White,Black,5,5,Petrol,1.0,Automatic,FWD,7.2," #Suzuki_Swift Manufactured 2014 Hanoi License Plate Q-Auto Please Commit Vehicles sold by Q-Auto: â€â™‚ï¸NO collision. â€â™‚ï¸DO NOT flood. â€â™‚ï¸DO NOT modify the device. â€â™‚ï¸NO electrical errors or any features. â€â™‚ï¸NO disputes. (Legal clarity) We invite you to come see the car and experience it at: Q - AUTO 89 Tran Thai Tong, Cau Giay, Hanoi.",Suzuki,Swift,2014.0,Suzuki Swift 2014 car,300 Million,https://bonbanh.com/xe-suzuki-swift--2014-4928630,0.3
30137,30137,4928758,Imported,Used car,Sedan,77,White,Cream,4,7,Petrol,2.7,Automatic,4WD - Four-wheel drive (4WD),12.1,"Hai Binh Auto Salon Selling Fortuner AT sportivo 2 axles Made in 2011, new like 2021 standard odo 77 Price 3xx Support for title transfer and installment loan via bank up to 60% of car value with low interest rate ...â€”â€”â€”â€” â€”â€”â€”â€”â€”â€”â€” Ì‰ Ì€",Toyota,Fortuner,2011.0,Toyota Fortuner 2011,395 Million,https://bonbanh.com/xe-toyota-fortuner--2011-4928758,0.395
30330,30330,4929189,Domestic assembly,Used car,Sedan,88,Black,Cream,4,5,Petrol,1.5,Manual,FWD - Front-wheel drive,9.3," The car is guaranteed to be sewn, glued, threaded, and has 4 new Michin tires with Android screen, reverse cam, leather seats just upholstered.",Toyota,Vios,2016.0,Toyota Vios 2016 car,342 Million,https://bonbanh.com/xe-toyota-vios--2016-4929189,0.342
30503,30503,4929645,Domestic assembly,Used car,Van/Minivan,9,Yellow,Cream,5,8,Petrol,2.0,Manual,RFD,8.5, Manufactured in 2016. 1 owner bought from new. The car is very beautiful. Now I don't use it anymore so I'm selling it. Please contact soon to get a good and rarely used car like this,Toyota,Innova,2016.0,Toyota Innova 2016 car,420 Million,https://bonbanh.com/xe-toyota-innova--2016-4929645,0.42
30534,30534,4929772,Domestic assembly,Used car,Sedan,80,Black,Cream,4,5,Petrol,1.8,Automatic,FWD - Front-wheel drive,7.3, Hai Binh Auto Salon Sells Toyota Atrit 2014 Full of toys Price 4xx Supports title transfer and installment loan via bank up to 60% of car value with low interest rate ...â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€” Ì‰ Ì€ Hoan Lao - Bo Trach - Quang Binh,Toyota,Corolla_altis,2014.0,Toyota Corolla altis 2014,475 Million,https://bonbanh.com/xe-toyota-corolla_altis--2014-4929772,0.475
30562,30562,4929870,Domestic assembly,Used car,SUV,80,Silver,Brown,5,8,Petrol,2.0,Manual,RFD - Rear-wheel drive,8.5,"Family car for sale Toyota innova 2.0E, manual transmission, one owner bought new from 2017 until now, no business, 3M glass stickers, leather seats, ceiling cover, 5D floor lining, 4 windows of automatic up and down, mirrors Electric adjustable & folding tailgate, anti-scratch cover all over the car, carefully used by the family so it's still intact, paint has no scratches, clean fragrant interior, solid rattan chassis - strong, no rust - all in good condition original dzin, the car has a full factory warranty! Guarantee that the bag will not crash or be flooded! If you need, please contact us directly to view the car at home at any time of the day.",Toyota,Innova,2017.0,Toyota Innova 2017 car,479 Million,https://bonbanh.com/xe-toyota-innova--2017-4929870,0.479
30638,30638,4930114,Imported,Used car,SUV,9,Black,Black,5,8,Diesel,0.0,Automatic,4WD - Four-wheel drive (4WD),6.0," The family is using a durable, economical vehicle. The entire motorbike's original quality is economical and durable. Comfortable interior, beautiful exterior, everything works well. shadow when abs sunroof â€¦..",Ssangyong,Rexton,2006.0,Ssangyong Rexton 2.5 2006,195 Million,https://bonbanh.com/xe-ssangyong-rexton-2.5-2006-4930114,0.195
